ID,Website,Page URL,Category,Source,Severity,Title,Description,Suggested Fix,Confidence
4,https://ergonix.lt,https://ergonix.lt/products/ergonomine-kede-omnisit-pro?variant=52380192735565,UI,rule,medium,Empty buttons,"2 button(s) have no text, value or aria-label; users and screen readers see a blank control.",Give every button visible text or an aria-label.,1.00
5,https://ergonix.lt,https://ergonix.lt/products/ergonomine-kede-omnisit-pro?variant=52380192735565,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
6,https://ergonix.lt,https://ergonix.lt/products/ergonomine-kede-omnisit-pro?variant=52380192735565,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.lt/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
9,https://ergonix.lt,https://ergonix.lt/products/omniarm-pro,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
10,https://ergonix.lt,https://ergonix.lt/products/omniarm-pro,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.lt/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
12,https://ergonix.lt,https://ergonix.lt/products/reguliuojamo-aukscio-stalas-omnipro?variant=53426124685645,UI,rule,medium,Empty buttons,"7 button(s) have no text, value or aria-label; users and screen readers see a blank control.",Give every button visible text or an aria-label.,1.00
13,https://ergonix.lt,https://ergonix.lt/products/reguliuojamo-aukscio-stalas-omnipro?variant=53426124685645,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
14,https://ergonix.lt,https://ergonix.lt/products/reguliuojamo-aukscio-stalas-omnipro?variant=53426124685645,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.lt/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
15,https://ergonix.lt,https://ergonix.lt/pages/b2b,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
16,https://ergonix.lt,https://ergonix.lt/collections/all,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
17,https://ergonix.lt,https://ergonix.lt/pages/contact-us,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
18,https://ergonix.lt,https://ergonix.lt/pages/pristatymas,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
63,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link ""Puikiai 4.7"" → https://www.trustpilot.com/review/ergonix.de is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
64,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/6989dbd8b51c704d4d9c0c28 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
65,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/698d91cfb51c709ceba0ef37 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
66,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a09dec3cdc494b95d18092 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
67,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a18752d6c35237cd6657e3 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
68,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a1d7d6dcbdac79f0cbffb1 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
69,https://ergonix.lt,https://ergonix.lt/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a57b3e3cdc49f55ed60971 is broken (HTTP 403); referenced from https://ergonix.lt/.","Fix the target URL, restore the destination page, or remove the link.",1.00
70,https://ergonix.lt,https://ergonix.lt/,SEO,rule,medium,Duplicate meta description,"5 pages share the meta description ""Ergonominė biuro kėdė OmniSit Pro tik nuo €279. Reguliuojamas juosmens pala…"": https://ergonix.lt/, https://ergonix.lt/pages/b2b, https://ergonix.lt/collections/all, https://ergonix.lt/pages/contact-us, https://ergonix.lt/pages/pristatymas. Identical descriptions across pages waste snippet space and hint at template gaps.",Write a unique meta description per page.,1.00
71,https://ergonix.pl,https://ergonix.pl/,UI,rule,medium,Empty buttons,"3 button(s) have no text, value or aria-label; users and screen readers see a blank control.",Give every button visible text or an aria-label.,1.00
72,https://ergonix.pl,https://ergonix.pl/,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
74,https://ergonix.pl,https://ergonix.pl/products/fotel-ergonomiczny-omnisit-pro?variant=53646035091799,UI,rule,medium,Empty buttons,"2 button(s) have no text, value or aria-label; users and screen readers see a blank control.",Give every button visible text or an aria-label.,1.00
75,https://ergonix.pl,https://ergonix.pl/products/fotel-ergonomiczny-omnisit-pro?variant=53646035091799,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
76,https://ergonix.pl,https://ergonix.pl/products/fotel-ergonomiczny-omnisit-pro?variant=53646035091799,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.pl/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
79,https://ergonix.pl,https://ergonix.pl/products/omniarm-pro,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
80,https://ergonix.pl,https://ergonix.pl/products/omniarm-pro,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.pl/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
82,https://ergonix.pl,https://ergonix.pl/products/biurko-z-regulacja-wysokosci-omnipro,UI,rule,medium,Empty buttons,"7 button(s) have no text, value or aria-label; users and screen readers see a blank control.",Give every button visible text or an aria-label.,1.00
83,https://ergonix.pl,https://ergonix.pl/products/biurko-z-regulacja-wysokosci-omnipro,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
84,https://ergonix.pl,https://ergonix.pl/products/biurko-z-regulacja-wysokosci-omnipro,Logic,rule,medium,Form without submit control,"Form (action=""https://ergonix.pl/cart/add"", 2 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
85,https://ergonix.pl,https://ergonix.pl/pages/b2b,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
86,https://ergonix.pl,https://ergonix.pl/pages/contact-us,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
87,https://ergonix.pl,https://ergonix.pl/collections/all,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
88,https://ergonix.pl,https://ergonix.pl/pages/returns-refunds-page,Logic,rule,medium,Form without submit control,"Form (action="""", 4 input(s)) has no submit button; users may be unable to send it.","Add a <button type=""submit""> or input[type=submit] to the form.",1.00
130,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link ""4.7"" → https://www.trustpilot.com/review/ergonix.de is broken (HTTP 403); referenced from https://ergonix.pl/, https://ergonix.pl/, https://ergonix.pl/products/fotel-ergonomiczny-omnisit-pro?variant=53646035091799.","Fix the target URL, restore the destination page, or remove the link.",1.00
131,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/6989dbd8b51c704d4d9c0c28 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
132,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/698d91cfb51c709ceba0ef37 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
133,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a09dec3cdc494b95d18092 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
134,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a18752d6c35237cd6657e3 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
135,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a1d7d6dcbdac79f0cbffb1 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
136,https://ergonix.pl,https://ergonix.pl/,Network,rule,medium,Broken external link,"Link """" → https://www.trustpilot.com/users/69a57b3e3cdc49f55ed60971 is broken (HTTP 403); referenced from https://ergonix.pl/.","Fix the target URL, restore the destination page, or remove the link.",1.00
137,https://ergonix.pl,https://ergonix.pl/,SEO,rule,medium,Duplicate meta description,"6 pages share the meta description ""Ergonomiczny fotel biurowy OmniSit Pro już od 1242 zł. Regulowane podparcie l\xc4…"": https://ergonix.pl/, https://ergonix.pl/products/biurko-z-regulacja-wysokosci-omnipro, https://ergonix.pl/pages/b2b, https://ergonix.pl/pages/contact-us, https://ergonix.pl/collections/all, https://ergonix.pl/pages/returns-refunds-page. Identical descriptions across pages waste snippet space and hint at template gaps.",Write a unique meta description per page.,1.00
3,https://ergonix.lt,https://ergonix.lt/products/ergonomine-kede-omnisit-pro?variant=52380192735565,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
7,https://ergonix.lt,https://ergonix.lt/products/omniarm-pro,SEO,rule,low,Meta description too long,Meta description is 335 characters; snippets truncate near 160.,Trim the description to roughly 160 characters.,1.00
8,https://ergonix.lt,https://ergonix.lt/products/omniarm-pro,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
11,https://ergonix.lt,https://ergonix.lt/products/reguliuojamo-aukscio-stalas-omnipro?variant=53426124685645,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
73,https://ergonix.pl,https://ergonix.pl/products/fotel-ergonomiczny-omnisit-pro?variant=53646035091799,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
77,https://ergonix.pl,https://ergonix.pl/products/omniarm-pro,SEO,rule,low,Meta description too long,Meta description is 338 characters; snippets truncate near 160.,Trim the description to roughly 160 characters.,1.00
78,https://ergonix.pl,https://ergonix.pl/products/omniarm-pro,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
81,https://ergonix.pl,https://ergonix.pl/products/biurko-z-regulacja-wysokosci-omnipro,SEO,rule,low,Multiple H1 headings,The page has 2 <h1> elements; one clear main heading is recommended.,Keep a single <h1> and demote the others to <h2>/<h3>.,1.00
